Date,BA,JNJ,JPM,NVDA,PG,WMT,XOM,AAPL,AMZN,GOOGL,META,MSFT,TSLA
2022-02-08,212.67999267578125,152.11436256756312,140.3875487887437,24.313256122719576,146.536546536863,43.85187840241669,71.37476419481118,168.4158139278121,156.75050354003906,138.0741915730561,219.49685612539977,291.4842848650006,301.84332275390625
2022-02-09,214.91000366210935,153.0482790976084,141.827634334261,25.57388727329852,145.84533414415552,43.90896097700145,69.80641469945158,172.65246413479986,162.87350463867188,139.99792689638787,222.82633926682897,299.8248416721582,311.6666564941406
2022-02-10,213.7100067138672,152.28335264511392,141.8910574668332,25.94618922024669,144.69025910072935,43.29073936338212,69.05201801498191,170.77933021680633,158.35000610351562,138.74656067127663,226.87142479219912,294.1838580929357,302.7900085449219
2022-02-11,217.8699951171875,150.42436134455323,140.94002672135727,25.867337326872903,143.70801049050542,43.37633454834479,68.96431027117133,169.00425774018962,158.13450622558594,137.6506167768868,227.06024661414577,293.3615038676102,303.2099914550781
2022-02-14,213.0,149.1702502071953,138.33154694316696,23.88905685535075,142.0072960371328,42.90397241923864,69.80642317782788,164.13996586391173,151.75100708007812,132.3437014572627,217.96630141676937,284.24684349682684,287.19000244140625
2022-02-15,214.83999633789065,147.76493488093337,139.94374832877952,24.90215114451224,143.48975749260893,42.71691092776684,67.45553076163662,167.67048439097334,157.60549926757812,136.62816089438695,219.1191987990764,290.2845648945664,300.0
2022-02-16,216.1000061035156,148.08514768621885,139.24631770172218,26.20969406635335,142.6348654578575,42.58693448891531,69.11341107434572,168.53352854543166,155.79049682617188,135.71049482174425,211.10857158035876,289.2946551001704,304.6833190917969
2022-02-17,218.47000122070312,148.7255448266335,138.57607972337283,25.58187381668559,144.04458428474257,42.48231284351955,68.84150396237668,167.72933608370406,158.14599609375,135.30974142598828,212.708714449999,287.3458164377349,304.4200134277344
2022-02-18,212.55999755859372,147.68404698788945,137.7880973737299,24.621677178101823,145.06318217238976,43.78213095591624,67.68361257472759,166.54270637048876,155.49949645996094,132.55277323596871,208.10707145933893,284.13647420172526,295.3333435058594
2022-02-22,205.0,146.42183547669032,136.4023501591332,22.991744051609302,145.61797342686654,43.67751814880438,69.88535173727371,161.79610099125685,150.47850036621094,128.94860848642685,201.10025943097085,276.33132880972005,278.0433349609375
2022-02-23,201.1300048828125,144.57778280913632,138.6847531260387,23.75730501487608,143.97179364325288,43.38902834632862,67.06958927768585,162.34531942395105,151.65049743652344,130.7467300619608,202.90910633443747,281.35372341593103,276.8099975585937
2022-02-24,189.2899932861328,143.0291477545693,129.46446444054394,20.97553589686879,141.5525723396482,42.45377520030703,69.29763655860773,149.6353916256984,139.83749389648438,124.09759400552932,189.8893801688604,264.2212733214886,233.4633331298828
2022-02-25,201.08999633789065,143.22611245764307,131.55671805383773,23.67645879882094,138.54216451180972,42.739105156479134,67.2713402584302,160.6780917637284,150.5500030517578,132.63719764584428,203.68434904426056,286.16295712554097,269.74334716796875
2022-02-28,198.5800018310547,145.79521311016697,130.01696625433746,23.94694882893957,142.14374231633693,42.79934204092456,67.1134363827835,159.91315308309024,152.4250030517578,132.13864070917086,206.4075492218492,285.35812887426613,271.6700134277344
2022-03-01,203.1100006103516,145.94740002562588,126.8378644004138,24.24538730545337,140.34295882273176,43.07515641496636,69.0958866088487,161.5215128724912,152.7324981689453,133.95459346241825,208.5841403523733,287.3845772168943,289.8933410644531
2022-03-02,196.2700042724609,147.17378209484264,124.34712861196152,23.715430170569824,139.11511796742,43.00858913351454,70.7011274291806,161.21747641613547,150.8489990234375,133.70580496937254,203.5253311935301,286.3761603919426,290.7099914550781
2022-03-03,197.94000244140625,149.22368838637345,126.65671615035365,24.220568428714543,139.85181848157606,43.525343058438224,70.05202576963242,165.21877988081016,153.531494140625,135.07834743813976,207.73932905708776,293.67725074308635,292.92333984375
2022-03-04,187.3699951171875,150.06510752697426,122.21868357933212,23.34406833240123,139.2606412614517,43.690197160681336,71.09585994911548,161.31559025270195,147.15899658203125,132.01697782761468,201.1300881375492,285.33873439242245,283.0333251953125
2022-03-07,181.02999877929688,150.65594553861035,119.70981881609409,22.778036910806225,140.5066586557848,44.79664268400212,74.49057555417602,160.2073525837716,145.44349670410156,130.58733818371817,199.5597780071735,279.7540276651711,285.4333190917969
2022-03-08,169.72999572753906,154.00387137560332,117.4183281352932,21.27261074323102,138.4057358328412,44.8600454663594,78.11334227106387,155.75498387793954,136.68350219726562,125.38520955872268,186.6990320543337,269.35029539224405,265.1766662597656
2022-03-09,179.8000030517578,152.1866631329753,120.37096953753569,22.348768938523044,135.3589493227625,44.38450408548999,73.70988510204319,158.363665526824,139.5,130.35095429762737,194.540729136598,274.8187031666756,279.82666015625
2022-03-10,175.75999450683594,150.88868248465002,119.42904663085938,22.49252453891631,134.42219379611504,44.22281644618299,73.69233475875878,157.10835602606574,145.68499755859375,130.3668413584077,193.64623368658735,274.4115443530493,283.8166809082031
2022-03-11,183.58999633789065,151.39894924303286,119.99964036553467,22.982688105530706,132.23941961385125,45.11367850322653,73.74497149491906,155.86280729409629,149.57449340820312,132.5741092235153,191.4597057944748,279.2012682861542,280.0666809082031
2022-03-14,175.8800048828125,152.78644347205105,117.2552882583367,21.83165441007956,131.3753838356759,45.024908817618304,72.85900773853788,148.52717951449867,145.9810028076172,129.35780521773768,185.88406963095343,271.81301620136327,260.2033386230469
2022-03-15,176.3000030517578,155.15863540138568,119.37466028497003,21.48125217835996,133.70368817007704,45.82066561443443,69.13973922434987,147.98782853142856,142.85000610351562,126.1062389125735,189.63099489488027,271.8228270355456,258.42333984375
2022-03-16,183.38999938964844,157.0653171596322,122.15525878667148,23.459868905600334,136.99602075663284,46.09330017780402,68.2537778619235,154.01915688013034,148.5,129.83750304335058,193.50707594936196,280.3162702005297,269.6666564941406
2022-03-17,186.3600006103516,156.84154067908796,123.95766738533044,24.078812339221557,136.41396466046922,45.97242351160382,68.57836214846799,155.549028989307,152.6405029296875,132.23694993148916,200.4642237029757,284.36909826948613,276.9966735839844
